index,label,text
1455,promo,"TK50 cashback pro-level data deal 50GB@TK448, 30 days cutt.ly/nwMwL8Y1"
1456,smish,Bangladesh Bank account has been blocked. Call to reactivate: +8801718788890
1457,promo,"Call duration 00:02:51, charged 3.6 Taka, remaining balance is 10.94 Taka"
1458,promo,"Save your pocket with Data Mixer, get 10GB@TK249, 30 days: cutt.ly/owARsARN"
1459,promo,"TK50 cashback pro-level data deal 50GB@TK448, 30 days cutt.ly/nwMwL8Y1"
1460,smish,"Dear Candidate,
You have been selected for a preliminary interview for the position of ""Relationship Executive"" at BRAC Bank PLC under the employment of Mhadi Support Services Limited. Date - April 29 (Monday), 2024. Time - 2:00 PM. Salary - 24000/- You must bring an updated CV and photocopy of SSC certificate. Address: Gulshan Grace, 8 South Gulshan Avenue, Level-5, 2nd Building. Gulshan-1, Dhaka. (Type: ""Mhadi Corporate Office"" on Google Maps to get location) Best wishes,
Mhadi Support Services Limited."
1461,normal,Are you going to the mountains?
1462,normal,"I am fine, thank you."
1463,smish,Call to verify your account security +8801916677889
1464,promo,"Save your pocket with Data Mixer, get 10GB@TK249, 30 days: cutt.ly/owARsARN"
1465,smish,Get a chance to spend private time with Mashrafe by betting at the casino. Start: ebayisapidlld.altervista.org/
1466,normal,I go to the field about once a week.
1467,smish,"Dear Customer,

Your income tax refund has been approved for a total of Rs 20,490/-, this amount will be credited soon. Please verify your account number 5XXXXXXXXXX755. If this is wrong, then click the link below to update your bank account information.

Link: [https://bit.ly/20wpYK6](https://bit.ly/20wpYK6)

Thank you."
1468,promo,"Success of Sheikh Hasina Government:
In 2006, the number of people receiving interest-free micro-credit assistance under the rural social service program was 21 lakh 77 thousand. During the current government, it stands at 34 lakh 90 thousand."
1469,normal,Hard work is the path to success.
1470,normal,I want to do business with a new organization.
1471,promo,"TK25 cashback for even more data 50GB@TK473, 30 days cutt.ly/zwTmxzpd"
1472,promo,Last day TK100 cashback! 50GB @TK398 30 days: cutt.ly/hwltB5hC
1473,promo,Free delivery on all orders. For limited time.
1474,promo,Free delivery on all orders. For limited time.
1475,smish,"Hello, your FEDEX package with tracking code Dz-8342-FY344 is waiting for you to set your delivery preference: c4info/Gm0843vz1"
1476,normal,"Everything will be fine, I know."
1477,promo,Free delivery on all orders. For limited time.
1478,promo,"Double century cashback TK200! 61GB+1000mi@TK699, 30 days cutt.ly/FwQhpKHc"
1479,promo,Discount ongoing on our products. Contact this number for details: 01789654321.
1480,promo,"Uniquely beautiful in architecture, Diamond World's ""The Signature"" showroom is opening today at 4 PM. Your presence with family and prayers are earnestly desired. If needed: 01713199270"
1481,normal,Send money quickly to this number 01827382739.
1482,normal,Are you buying movie tickets?
1483,smish,Earn money from mobile at home! Know details in one click: https://refer.mslgames.com/YfrcqEcoToos53HN7
1484,promo,"Double century cashback TK200! 61GB+1000mi@TK699, 30 days cutt.ly/FwQhpKHc"
1485,smish,Want to join for free and utilize your free time to do network marketing business with DXN company to create a passive income path? Then inbox
1486,promo,"8GB (with bonus) 123 taka 15 days. Dial *121*5548#, mygp.li/mo"
1487,normal,"They want to subdue our brothers and sisters by threatening them with death, yet behind us are hundreds of memories like Badr, Khandaq, Tabuk. - [Poet Al Mahmud]"
1488,promo,"Build a house on bounded ready plot and earn now, per katha 4.5 lakh
01894841736"
1489,normal,My favorite place for living is barbecue.
1490,smish,Download the largest social gaming app to play 100+ mobile games and win cash prizes up to 25 crore taka daily.
1491,normal,"No time, bKash to this number 01729182893."
1492,normal,A scene of dear love is believed on behalf of the host bird.
1493,smish,Call to renew your car insurance +8801815566778
1494,promo,"TK200 cashback last day, get 61GB+1000mi@TK699, 30 days: cutt.ly/FwQhpKHc"
1495,smish,"❤️If anyone wants to work online without ad fee then inbox me, I will help as much as I can InshaAllah 🫶🫶🫶

📣💁‍♂️ Days are changing for network marketers. 🧑‍💻

❤️‍🔥 Now about 32 lakh young people around the world are working with network marketing. They earn dollars from home. They are also giving opportunities to others. 🥀 InshaAllah you will also get income 🥀 😊
Free income site link- 
https://www.highcpmgate.com/muigh4ey03?key=beb861fae1d527a916402431ed1e7eb8"
1496,normal,Hello!
1497,normal,How is your pet?
1498,promo,"5GB+150minutes 130 taka (30 days), dial *121*5205# or https://mygp.li/a0"
1499,smish,Call to update your mobile application +8801917788990
1500,normal,How are you?
1501,promo,Special offer for new customers! 30% off on our services.
1502,promo,Recruitment is ongoing for Officer Cadet positions in Bangladesh Navy. Visit: www.joinnavy.navy.mil.bd
1503,promo,Offer: 10% cashback on all electronics. Code: ELEC10.
1504,smish,10 crore taka has been deposited in your bank account! Call to confirm: +8801913233245
1505,smish,100% credit card approval without any credit check. Apply today. Contact: 01567546390
1506,smish,Click here to complete your transaction: [transactionverify.com/CompleteBD]
1507,promo,2GB with bonus-35 taka-7 days. Dial *121*5037# or mygp.li/mo
1508,smish,Assalamu alaikum! Can you earn money at home without investing any money? Then work on our bot. You can earn income without any investment on our bot. Bot link:- https://t.me/free_online_income_24bot
1509,promo,"TK200 cashback! 60GB+1000minutes @TK699 30 days, get it- cutt.ly/aAhiAsI"
1510,smish,"If you have 3-4 hours free daily, then let me know. I hope I can give you a very good job opportunity. https://t.me/cashgotpaid_98_bot?start=r099778786166"
1511,normal,You are always the best.
1512,smish,An urgent message has come from Bangladesh Bank. Call: +8801914567890
1513,promo,30GB (with bonus) 300 taka 30 days. Dial *121*5254# or mygp.li/mo
1514,promo,"Special deal for you! 10GB+250minutes @TK250, 30 days: cutt.ly/Lwg2MRlr"
1515,smish,"Uddipan. Post Name: FPO & Branch Accountant. Your Exam Date: 04/05/24 (Saturday). Time: 09:00 AM (morning). Venue: Sylhet Zone Office. Bring two copies of passport size photo, CV, manual job application (in Bangla), job applicant's referral form (if any), photocopy of NID, certified photocopy of original certificates & original certificates. Uddipan Sylhet Zone address: House name: Shobhashram, House number: 2/1, J Block, Shahjalal Upashahar Main Road, opposite to Baitul Jannat Jame Mosque. Adjacent to playground / near Sub Police Commissioner Office. If needed: 01322-80 3512. Apply like this,
To,
Deputy Director & Head
Human Resources & Management Department
Uddipan Head Office
Ring Road, Adabar Dhaka 1207."
1516,smish,Call to update your insurance policy +8801816677889
1517,normal,Happy birthday congratulations!
1518,smish,Congratulations! You have been selected for Dutch Bangla Bank scholarship. Click the link below to know the proper confirmation and money withdrawal procedure.
1519,normal,How is your day going?
1520,normal,"You are strong, you can do it."
1521,smish,There's a problem with your account. Contact this number quickly 01728375843.
1522,promo,TK200 same cashback! Get 60GB+1000minutes@TK699 30 days: cutt.ly/aAhiAsI
1523,normal,"Dear student, your tuition fee is due TK22,900.00 till today. (Including previous late fine and dues) Pay the current month's tuition fee (without penalty) by September 20, 2024. For details log in to https://student.ulab.edu.bd/ (ULAB)"
1524,smish,Bet on IPL final and win 1 crore taka. Start now: smilesvoegol.servebbs.org/voegol.php
1525,smish,Urgent message from Bangladesh Bank. Call: +8801911011023
1526,promo,"TK499 offer at TK419! Get 35GB+500mi., 30 days: cutt.ly/4w77ohWY"
1527,smish,🤑Daily 400-500 taka 💸. Earn in just five minutes. Details are in the link 🤗 🗣️ Must have Telegram 💁🏼https://t.me/Referincomebd4536_bot?start=r05291672775
1528,smish,"Your loan has been approved! Click this link now to get TK5,00,000 loan at only 5% interest"
1529,normal,What's the plan today?
1530,normal,Hope your day goes well!
1531,normal,That person is cursed who dies but his bad deeds remain in the world. — [Abu Bakr (Radiallahu Anhu)]
1532,promo,"TK200 cashback! 60GB+1000minutes @TK699 30 days, get it- cutt.ly/aAhiAsI"
1533,smish,Your credit card bill payment has been missed. Click here to make payment: http://bit.ly/PayBill
1534,smish,Nagad account has been blocked. Call to reactivate: +8801716566678
1535,normal,This pain will also pass.
1536,normal,Are you reading a book?
1537,promo,"TK100 cashback pro-level deal-100GB@TK698, 30 days cutt.ly/AwQzYxAf"
1538,normal,"Call this number 01672583789, I need money."
1539,normal,Send 200 taka via Rocket to this number 01672582978.
1540,smish,"5,000 taka has been deposited in Nagad account. Click here for details: https://t.me/NagadFundsBot"
1541,promo,Flat 15% discount on all shopping. Code: DISCOUNT15.
1542,normal,Do you have a story for me?
1543,smish,"You have passed the job review and will receive TK2,000 daily salary. Contact: https://wa.me/8801726768680"
1544,smish,Bet at casino and win a free trip for 7 days! Join today: smilesvoegol.servebbs.org/voegol.php
1545,promo,"TK125 cashback best offer 61GB+1000mi@TK774, 30 days: cutt.ly/8wBQC0MC"
1546,promo,"TK499 offer at TK399! Get 31GB+450mi., 30 days: cutt.ly/2wQlYv6U"
1547,smish,"Daily 500, 700, 1000 taka income
Emergency people needed.
If anyone wants to do it, message me."
1548,smish,Click here to update Bangladesh Bank account: https://wa.me/8801915566778
1549,promo,"Lee Cooper London's
Winter Collection
Moccasin shoes, polo shirts, jeans
Hurry"
1550,smish,"Click the link below if you want to earn free income. Daily 1000-1500 taka income. 250 taka per referral.
https://t.me/Trust_earning_Airdropbot?start=r04351947315"
1551,normal,"Call this number 01827283892, urgent."
1552,smish,Bet at casino and win a free car! Join today: phlebolog.com.ua/libraries/joomla/results.php
1553,promo,Special discount for new customers. Register today.
1554,promo,Special discount: 5% off on all laptops. Limited stock.
1555,promo,"New deal for chatting+interneting 10GB+250mi@TK258, 30 days cutt.ly/wwCctHGF"
1556,promo,Special offer for new clients! 20% off on our services.
1557,promo,"TK50 chill cashback 31GB+450mi.@TK449 30 days, get: cutt.ly/KwMwLOgt"
1558,smish,"Dear customer, TK25000 has been withdrawn from A/cXXXXX on 31-12-2019 at Kolkata TS ATM.Txn# S32131611-20191005. If not done by you, forward this SMS from your registered mobile number to 7679786941 to block your card or call 7029892098 immediately -State Bank of India"
1559,promo,"5GB+150minutes 130 taka (30 days), dial *121*5205# or https://mygp.li/a0"
1560,normal,"Everything will be fine, I know."
1561,promo,4GB with bonus-66 taka-7 days. Dial *121*5047# or https://mygp.li/mo
1562,smish,"Your package is on hold, you need to provide more information here to complete your package shipping: https://ow.ly/ xjfF50QsUP4"
1563,normal,Hope all your wishes come true!
1564,smish,There's a problem with your email account. Click here for security: [emailsecure.org/FixBD]
1565,promo,"TK100 cashback! 31GB+450mi.@TK399 30 days, get it: cutt.ly/2wQlYv6U"
1566,promo,"TK35 cashback for even more data 50GB@TK463, 30 days cutt.ly/HwOETkke"
1567,normal,"Dear student, your tuition fee is due TK32,450.00 till today. (Including previous late fine and dues) Pay the current month's tuition fee (without penalty) by September 10, 2024. For details log in to https://student.iubat.edu.bd/ (IUBAT)"
1568,normal,What are you doing?
1569,promo,"Today & tomorrow flat 50% discount at all branches of Men's World
cutt.ly/fmw"
1570,smish,Your bank account notifications are not being received. Please click here: http://bit.ly/UpdateNotify
1571,promo,"Success of Sheikh Hasina Government:
In 2008, the price of one Mbps internet bandwidth was TK27,000, now under One Country One Rate it has been fixed at TK60."
1572,normal,There's a lot of peace at home.
1573,smish,IPL special offer! Start betting and win a free laptop. Click: super1000.info/docs
1574,promo,"5GB+150minutes 130 taka (30 days), dial *121*5205# or https://mygp.li/a0"
1575,smish,100% credit card approval without any credit check. Apply today. Contact: 01567546390
1576,normal,Good evening!
1577,normal,This pain will also pass.
1578,normal,Life in this world is three days - yesterday's day with what was done is gone; tomorrow's day you may not even reach; but today's day is for you so do whatever you have to do today. -[Imam Al-Hasan Al-Basri (R)]
1579,normal,"Hello, how are you?"
1580,smish,SCHOOL PART TIME TEACHER POST APPLY Now. Online selection process. Selection will be based on numbers. B.SC pass Marksheet and certificate send WhatsApp 7602236317
1581,promo,"May 17 World Telecommunication and Information Society Day, 2023 theme Development of Information and Communication Technology"
1582,normal,Are you going to the bookstore?
1583,normal,What will you do today?
1584,normal,How are you?
1585,normal,"Dear student, your tuition fee is due TK32,450.00 till today. (Including previous late fine and dues) Pay the current month's tuition fee (without penalty) by September 10, 2024. For details log in to https://student.iubat.edu.bd/ (IUBAT)"
1586,normal,How is your day?
1587,smish,Call to verify your account +8801813344556
1588,normal,I feel healthy and my body feels good.
1589,normal,Move forward with confidence.
1590,smish,Bet at casino and win a free house! Start today: super1000.info/docs
1591,smish,2 crore taka has been deposited in your bank account! Call to confirm: +8801917677789
1592,smish,Your bank account information needs to be verified. Please click here: http://bit.ly/VerifyInfo
1593,promo,"Last day today! 5GB+150minutes 130 taka (30 days), dial *121*5205# or https://mygp.li/a0"
1594,smish,"Happy New Year - 2024
Sonali Bank in Smart Banking Services
Always by your side
Md. Afzal Karim
CEO & MD"
1595,promo,"1GB (0.2GB+ 0.8GB Bonus) internet has been successfully activated. Total cost 19TK, validity 7 days. To know internet balance click mygp.li/check or dial *121*1*4#."
1596,smish,Bangladesh Bank account has been blocked. Call to reactivate: +8801718788890
1597,smish,"No ad fee required. 🎁🎁
You can earn $1 to $2 daily, plus there are more income opportunities. If anyone wants to do it, send a message in inbox."
1598,smish,"Urgent! We need to contact our Apple account holder. If you manage this account, verify your identity to receive the message."
1599,smish,Log in for the security of your bank account: [bankverify.org/LoginBD]
1600,smish,Unknown transaction occurred from your bank account. Call for details +8801914455667
1601,promo,"TK100 cashback! 30GB+600min @TK399, 30 days: cutt.ly/AwkY4L2C"
1602,promo,"100TK cashback! 31GB+450min @399TK 30 days, take it: cutt.ly/2wQlYv6U"
1603,promo,"Special deal for you! 10GB+250 minutes @TK250, 30 days: cutt.ly/Lwg2MRlr"
1604,promo,"Pro-level internet throughout the week, take 25GB@219TK: cutt.ly/2wEyml8b"
1605,normal,May all your wishes come true!
1606,normal,What's the news of your day?
1607,promo,The handset is not registered in BTRC's database. The handset will be automatically registered.
1608,promo,"To prevent thalassemia disease, get blood tests done before marriage. No marriage between patient & carrier or carrier & carrier - Bangladesh Thalassemia Society."
1609,normal,How is your day going?
1610,promo,TK60 cashback! 20GB @ TK249 30 days take it: cutt.ly/Pwlt8cOy
1611,promo,"20% discount on home decor items. Stock limited, don't delay."
1612,smish,"Earn 4,00,000 taka by investing 2,00,000 taka! Call: +8801710900912"
1613,smish,You are our lucky customer! Claim your free 1-year internet subscription. Call 019XXXXXXXX.
1614,smish,Your bKash account has been blocked. Call to reactivate: +8801819876543
1615,smish,Bet on cricket to win free match tickets with Shakib! Start: promusic.co/components/interbank.com/
1616,normal,"My dear people who have problems in my family regarding life, I want to solve them."
1617,smish,Assalamu Alaikum! Can you earn money at home without investing any money? Then work on our bot. You can earn income without any investment on our bot. Bot link:- https://t.me/free_online_income_24bot
1618,promo,Special offer for new customers! 30% discount on our service.
1619,smish,"Earn 30,000 taka by investing 10,000 taka! Call: +8801711011123"
1620,normal,Are you going to the office?
1621,smish,Update your bank information. Click here: [verifybankinfo.com/UpdateBD]
1622,normal,Be patient to reach your goal.
1623,promo,"Call duration 00:02:51, charged 3.6 Taka, remaining balance is 10.94 Taka"
1624,smish,Error detected in bKash account. Call for quick solution: +8801819900112
1625,promo,"Double century cashback TK200! 61GB+1000min@TK699, 30 days cutt.ly/FwQhpKHc"
1626,promo,"150 minutes for 130 taka (30 days) with bonus, dial *121*5205# https://mygp.li/a0"
1627,smish,"⏩New website [PROFITSHOP24]
▶️Registration fee 15 taka
▶️Registration link: inbox.
🌟Work is:
By watching videos on YouTube, or following a page on Facebook, you can earn 1-3 taka.🔥😱
👉You can withdraw with just 35 taka👈"
1628,normal,How is your day going today?
1629,promo,Flat 15% discount on all shopping. Code: DISCOUNT15.
1630,smish,You have won 1 bhori gold! Call to claim prize: +8801819876543
1631,normal,There is great peace at home.
1632,promo,15% discount on digital gadgets! Shop today and get bonus.
1633,smish,"Congratulations! You have received student scholarship (money-10,499/) from bKash & BRAC N.G.O. Your amount ID: Now select your candidate: Call office: 01794567889 (am 11 to 5pm) or send SMS writing OK? We will call you.!"
1634,smish,"Your son is in trouble, so send money quickly."
1635,smish,"You have won 1,000 taka prize from bKash! Click here for details: https://wa.me/8801717788990"
1636,normal,Good times will come again.
1637,normal,"Call this number 01672592897, I need money."
1638,normal,What are you doing?
1639,smish,Urgent message from Bangladesh Bank. Click here for details: https://wa.me/8801913233245
1640,smish,Stable job. Salary 1500 BDT/day. Work from home: cutt.ly/U6zMFGQ
1641,promo,"35GB+800 minutes-600 taka-30 days (with bonus), dial *121*5262# or mygp.li/a8"
1642,normal,"Be patient, good times will come."
1643,promo,Applications are invited from youth aged 18-45 for the 'Sheikh Hasina Youth Volunteer Award-2024'. All information is available on the Ministry of Youth and Sports website www.moysports.gov.bd.
1644,normal,Do you want to come to me?
1645,smish,You have won Apple iPhone 18! Call to confirm delivery: +8801810900912
1646,promo,"Pro-level data deal with TK50 cashback 50GB@TK448, 30 days cutt.ly/nwMwL8Y1"
1647,normal,How far is your house?
1648,normal,Send money to Rocket at number 01729172964.
1649,smish,Bet on BPL and win a free vacation for 7 days. Start: super1000.info/docs
1650,normal,Good night!
1651,smish,Janata Bank account blocked. Click here to reactivate: https://t.me/JanataActivateBot
1652,promo,Special offer for new customers! 30% discount on our service.
1653,normal,"You are amazing, believe in yourself."
1654,smish,"Dear customer, your mobile number is being blocked. To avoid this, call 017XXXXXXXX to confirm your identity."
1655,smish,Click here to verify your email address: [emailverify.com/VerifyBD]
1656,normal,Happy Valentine's Day!
1657,normal,What work happened at your school today?
1658,smish,"⏩New website [PROFITSHOP24]
▶️Registration fee 15 taka
▶️Registration link: inbox.
🌟Work is:
By watching videos on YouTube, or following a page on Facebook, you can earn 1-3 taka.🔥😱
👉You can withdraw with just 35 taka👈"
1659,smish,Bet at casino and win a free trip for 7 days! Start now: ebayisapidlld.altervista.org/
1660,promo,10% discount on all cosmetics. Offer for limited time.
1661,normal,Happy Rathyatra!
1662,smish,"If you have 3-4 hours free daily, let me know. Hope I can provide very good job information. https://t.me/cashgotpaid_98_bot?start=r099778786166"
1663,normal,"Peace of body and mind lies not in worldly achievement, but in worldly detachment. - [Umar Ibn Al-Khattab (RA)]"
1664,promo,7GB with bonus-130 taka-30 days. Dial *121*5469# or visit mygp.li/mo
1665,promo,Free delivery on all orders. For limited time.
1666,smish,You have won 4 bhori gold! Call for details: +8801719900112
1667,normal,"Dear customer, you owe 5038/- taka to Palli Bidyut Jamalpur branch, electricity line will be disconnected if dues are not paid quickly."
1668,smish,Part-time job. Salary 5000 BDT/day. Work from home: wa.me/85295102105
1669,smish,Problem occurred in Janata Bank account. Call: +8801811011023
1670,promo,Recruitment is ongoing for Officer Cadet positions in Bangladesh Navy. Visit: www.joinnavy.navy.mil.bd
1671,normal,What will you eat today? Fish curry. What do you like?
1672,normal,Give money to Mithu bhai's number then come.
1673,promo,"[Pathao] Delivery charge now TK30!
Pathao Food's delivery charge is back to TK30.
Order now on Pathao Food: https://cutt.ly/QNMk4Eg"
1674,smish,Your account is not secure. Send 4000 taka to this number: 01789765432l.
1675,promo,"May-24
Recharge: 0TK
Expenses:
Data: 287TK
Voice: 101TK
Others: 0TK"
1676,promo,"Lee Cooper London's
Winter collection
Moccasin shoes, polo shirts, jeans
Hurry"
1677,normal,"You are not alone, we are all with you."
1678,promo,"New deal for chatting+internet 12GB+300min@297TK, 30 days cutt.ly/Nw0efEst"
1679,smish,Unknown transaction detected in your bank account. Click here for details: http://bit.ly/UnknownTxn
1680,promo,"100TK cashback! 31GB+450min @399TK, 30 days, take it: cutt.ly/2wQlYv6U"
1681,smish,"You have been selected for government bonus scheme, contact 01723122576 to receive up to 50,000
Bonus scheme
Bangladesh Ministry of Finance"
1682,promo,"Success of Sheikh Hasina government:
In 2006, allocation for social security sector was only 2 thousand 505 crore taka. In 2023, it increased to 1 lakh 26 thousand 272 crore taka."
1683,promo,2GB with bonus-45 taka-3 days. Dial *121*5534# or mygp.li/my
1684,smish,Click here to update Bangladesh Bank account: https://wa.me/8801915566778
1685,promo,"Get up to 20% bonus on any purchase from Ummah Shop, Faridpur Sadar."
1686,promo,Offer: 10% cashback on all electronics. Code: ELEC10.
1687,normal,"You can do it, just keep trying."
1688,promo,"Take data mixer with TK150 cashback 80GB@TK699, 30 days: cutt.ly/lwMwLrfw"
1689,smish,"https://t.me/Referincomebd4536_bot?start=r09402022185
Home-based income, if you want to earn 300 to 400 taka daily
Click this link and start, thank you ☺️☺️"
1690,promo,Flat 50% discount on today's grand opening of Dhanmondi branch! 01896001929 cutt.ly/fmw
1691,smish,Your email inbox is full. Click here to clear: [emailclean.com/ClearBD]
1692,normal,"Good night, stay well!"
1693,promo,"100TK cashback! 31GB+450min @399TK, 30 days, take it: cutt.ly/2wQlYv6U"
1694,promo,"Century cashback TK100! 55GB @TK398, 30 days: cutt.ly/hwltB5hC"
1695,smish,"Aarong is giving huge offer for Eid, click here
https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868"
1696,normal,Send money to my number 01972771714
1697,promo,"Filled ongoing plot adjacent to Purbachal 30th sector! Per katha 1.6 lakh
01894841736"
1698,promo,8GB (with bonus) 123 taka 15 days. Dial *121*5534# or mygp.li/my
1699,promo,"Pocket saving for full internet, take 2GB@TK69, 7 days- cutt.ly/CwUPKGTR"
1700,normal,Send money to this number 01927283987 via Rocket.
1701,smish,"Bet on the European Championship and win TK 5,000 cashback. Start: super1000.info/docs"
1702,smish,Nagad account has been blocked. Call to reactivate: +8801716566678
1703,smish,Great news! 70% discount on our travel packages! Quick booking at this number: 01317235293
1704,promo,"35GB+800minutes-TK600-30days(with bonus), get by dialing *121*5262# or mygp.li/a8"
1705,normal,What I found is that I got a lot of time which is a solution and the value is great and popular
1706,smish,"❤️If anyone wants to work online without admission fee, then inbox me, I will help as much as I can InshaAllah 🫶🫶🫶

📣💁‍♂️ The days are changing for network marketers. 🧑‍💻

❤️‍🔥 Now about 3.2 million young people worldwide are working with network marketing. They earn dollars sitting at home. They are also creating opportunities for others. 🥀 InshaAllah you will also get income 🥀 😊
Free income site link-
https://www.highcpmgate.com/muigh4ey03?key=beb861fae1d527a916402431ed1e7eb8"
1707,promo,"Best offer with TK180 cashback 61GB+1000min@ TK719, 30days: cutt.ly/wwE5YMXC"
1708,promo,"Pro-level interneting pocket saving- 3GB@TK98, 7 days cutt.ly/9wEyjoLc"
1709,smish,"https://t.me/DailyEarn_Money_bot?start=r08368814246
Click on the link above if you want to earn TK200 to TK300 daily, click now"
1710,smish,Your electricity connection will be cut due to unpaid electricity bill. Call +8801912233445
1711,smish,Your bank account notification is not receiving. Please click here: http://bit.ly/UpdateNotify
1712,normal,Hope your day goes well!
1713,smish,Work for our company. Earn online sitting with your mobile/computer. Contact number: 01720577099
1714,normal,Hope all your wishes come true!
1715,normal,"Don't love like an addict, don't hate anyone destructively. - [Umar Ibn Al-Khattab (R.A.)]"
1716,smish,Chance to win a Samsung Galaxy phone! Reply 'GALAXY' to this message.
1717,normal,How are you feeling today? I'm fine. How are you feeling?
1718,smish,You have received an urgent message. Click here to see it: [urgentmsg.net/MessageBD]
1719,promo,"Pro-level chatting+interneting-10GB+250min@TK258, 30days cutt.ly/wwCctHGF"
1720,smish,You have won a free gift card! Click here to collect: [giftcardfree.com/CollectBD]
1721,smish,Click here to verify your email address: [secureemail.com/VerifyBD]
1722,promo,25% discount on diamond jewelry for Eid shopping until Chaand Raat. Phone: 01713199270
1723,promo,Special offer: 20% discount on all children's clothing.
1724,promo,Up to 30% off on your favorite brands! Offer for limited time.
1725,normal,Happy New Year!
1726,smish,Nagad account has been blocked. Click here to reactivate: https://t.me/NagadActivateBot2
1727,normal,"What's up, hello?"
1728,smish,"If you try well, you can earn TK30-60 thousand per month...!🥰Even if you don't want to work, do our online class once, I hope you will like it.
Just need telegram id."
1729,promo,"5GB+150minutes TK130 (30days), dial *121*5205# or https://mygp.li/a0"
1730,promo,"To get passport and visa related information, call 16445 from the country and 09666716445 from abroad to the passport portal.
Do not transact any money other than government prescribed fees to get passport and visa."
1731,smish,You have won an Apple iPhone 15! Call to confirm delivery: +8801811011123
1732,promo,25% off on new lifestyle products! Get the chance before stock runs out.
1733,smish,Get a chance for a private meeting with Shakib Al Hasan by betting on cricket! Click: xini.eu/00Qe
1734,smish,Get a chance for a private meeting with Shakib Al Hasan by betting on cricket! Click: xini.eu/00Qe
1735,promo,Special discount: 5% off on all laptops. Limited stock.
1736,promo,All week's interneting in 1 dial- get 10GB@TK158: cutt.ly/FwUC6vhp
1737,promo,"April-24
Recharge: TK0
Expense:
Data: TK19
Voice: TK66
Others: TK0"
1738,normal,Dad is near home today.
1739,normal,"Everything will be fine, keep courage."
1740,promo,"Save pocket with data mixer, get 60GB@ TK569, 30days: cutt.ly/HwQzEu9E"
1741,smish,Call to recharge your mobile: +8801814344356
1742,smish,There is a problem with Janata Bank account. Call: +8801816566678
1743,normal,Hope your day goes well!
1744,smish,Your number has been selected for a special offer! Call +8801712233445 to get the reward
1745,smish,"Earn free from Facebook, inbox
Work with honesty 🥰😍
Support (group and bot)
t.me/Facebook_ID_Sell1_bot
Official admin👆"
1746,normal,Are you going to the cafe?
1747,normal,"Everything will be fine, keep courage."
1748,smish,"https://link-monetize.com/register?ref=273312
If you create an account from this link, you will get TK85. Just complete 4 tasks in 2 minutes. This way you will get 4 tasks daily and TK85 each. Knock inbox to know the rest💝💝"
1749,smish,"https://t.me/Referincomebd4536_bot?start=r05228152535
Those who want to earn free can do it through this referral✅"
1750,smish,"Dear Customer,

On 23-02-2020, a transaction of Rs.8990 was made with card XX from K Enterprice ds POS/ECOM. Transaction number could not be found. If this was not done by you, please SMS from registered mobile number to 18604195555."
1751,smish,Urgent message from Janata Bank. Click here for details: https://t.me/JanataUrgentBot
1752,smish,Earn TK500-700 daily with new SIM! Inbox for details.
1753,promo,10% off on all DVDs. Offer for limited time.
1754,smish,"If you try well, you can earn TK30-60 thousand per month...!🥰Even if you don't want to work, do our online class once, I hope you will like it.
Just need telegram id."
1755,normal,What is your favorite festival?
1756,normal,Move forward with confidence.
1757,promo,"30GB @TK300, 30days! Get for full-on interneting- cutt.ly/jwkuSC76"
1758,promo,7GB with bonus-TK130-30days. Get by dialing *121*5469# or visit mygp.li/mo
1759,promo,"Get Fagun's humming deal- 13GB@TK113, 3days: cutt.ly/0wVxZ5vA"
1760,normal,Assalamu Alaikum.
1761,smish,Click here to update Janata Bank account: https://t.me/JanataUpdateBot3
1762,normal,"I'm fine, thank you."
1763,normal,"Your electricity bill is due TK7200/-, urgent."
1764,smish,Click here to increase your debit card limit: [securelimit.com/IncreaseBD]
1765,promo,"5GB+150minutes TK130 (30days), dial *121*5205# or https://mygp.li/a0"
1766,normal,Greetings and best wishes for Pohela Boishakh!
1767,promo,"May 17 World Telecommunication and Information Society Day, 2023 theme Development of Information and Communication Technology"
1768,normal,What you can do is extraordinary.
1769,promo,Flat 15% discount on all shopping. Code: DISCOUNT15.
1770,promo,"Ready plots adjacent to Purbachal, minimum TK4.5 lakh per katha
01894841736"
1771,promo,Free shipping on electronics purchase! Shop before the offer ends.
1772,normal,"Be patient, good times will come."
1773,smish,"I need 200 people, no advance fee required, if you want to work without free investment, inbox me. https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868"
1774,normal,"You can do it, just keep trying."
1775,normal,"You are extraordinary, believe in yourself."
1776,normal,Are you going to the shopping mall?
1777,smish,Call to recharge your mobile: +8801818788890
1778,normal,It's very cold today.
1779,smish,Bet at the casino and win a free iPhone! Join: super1000.info/docs
1780,normal,"You are not alone, we are here."
1781,normal,Happy Holi!
1782,promo,2GB with bonus-TK45-3days. Dial *121*5534# or mygp.li/my
1783,smish,Bangladesh Bank account has been blocked. Call to reactivate: +8801713233345
