index,label,text
1327,smish,"bKash account-এ error দেখা দিয়েছে। দ্রুত solution-এর জন্য এখানে click করুন: https://wa.me/8801715566778"
1328,normal,"আপনার account থেকে 3000/- টাকা কাটা হয়েছে, call করুন।"
1329,normal,"শুভ Christmas!"
1330,normal,"আজ কি করলে time গজবে?"
1331,normal,"Friday কি plan?"
1332,promo,"নতুন season-এ সব dress-এ 25% discount। আজই shopping করুন।"
1333,promo,"20GB @309৳ 30দিন,মন মতো বানিয়ে নাও Data Mixer-এ- cutt.ly/HwFKsbAy"
1334,smish,"আপনার mobile recharge করতে call করুন: +8801818899001"
1335,normal,"Sorry, আমি meeting-এ পরে phone করবো।"
1336,normal,"সব ঠিক হয়ে যাবে, courage রেখো।"
1337,promo,"200৳ cashback-এ সেরা offer 61GB+1000min@৳699,30দিন: cutt.ly/OwG5T3ub"
1338,normal,"তুমি কি favorite book পড়ছো? হ্যাঁ, famous book পড়ি।"
1339,promo,"Sheikh Hasina government-এর success:
2008 সালে এক MBPS internet bandwidth-এর মূল্য ছিল 27 thousand টাকা বর্তমানে one country one rate-এর আওতায় তা 60 টাকায় নির্ধারিত হয়েছে।"
1340,smish,"BPL বাজি ধরুন এবং 10,000 টাকা cashback জিতুন। শুরু করুন: phlebolog.com.ua/libraries/joomla/results.php"
1341,normal,"Hello, কি খবর?"
1342,normal,"না বললে জানতামই না"
1343,smish,"50,000 টাকা investment-এ 1,50,000 টাকা earn করুন! Call করুন: +8801717677789"
1344,normal,"আমি একটি message পাচ্ছি এই যা কোন আপনি হল এই যা পেলাম এই যা solution দেয় এই যা অন্য একটি solution দেয়।"
1345,normal,"ভাইয়া admission-এর জন্য কি বাবার income certificate দিতেই হয়?? বলবেন একটু"
1346,promo,"Double century cashback ৳200!61GB+1000min@৳699,30দিন cutt.ly/FwQhpKHc"
1347,normal,"আপনি কি thinking করছেন?"
1348,promo,"Furniture-এ mega sale! সব product-এ 15-30% ছাড়। আজই visit করুন।"
1349,normal,"আমি একটি story পড়তে হবে।"
1350,smish,"Apple iPhone 18 জিতেছেন! Delivery confirm করতে call করুন: +8801810900912"
1351,smish,"bKash account-এ error দেখা দিয়েছে। দ্রুত solution-এর জন্য এখানে click করুন: https://wa.me/8801719900112"
1352,smish,"20,000 টাকা investment-এ 60,000 টাকা পান! Call করুন: +8801916566678"
1353,promo,"Special offer: সব children-এর dress-এ 20% discount।"
1354,promo,"বাড়ির decor items-এ 20% ছাড়। Stock limited, delay করবেন না।"
1355,smish,"কোন credit check ছাড়াই 100% credit card approval। আজই apply করুন। Contact: 01567546390"
1356,smish,"আপনার bank account-এর notification পাওয়া যাচ্ছে না। দয়া করে এখানে click করুন: http://bit.ly/UpdateNotify"
1357,normal,"আজ তোমার school-এর কী কাজ হয়েছে?"
1358,normal,"Hello, কেমন আছো?"
1359,normal,"তুমি কোথায় আছো?"
1360,smish,"Shakib-এর সাথে free match ticket জিততে cricket-এ বাজি ধরুন! শুরু করুন: promusic.co/components/interbank.com/"
1361,promo,"100৳ cashback! 31GB+450min.@399৳ 30দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
1362,normal,"আমার কি করতে হবে বলো।"
1363,normal,"আমি ঠিক আছি, thanks।"
1364,smish,"Sonali Bank থেকে আপনার জন্য urgent message। Call করুন: +8801716677889"
1365,promo,"26 January 2024 International Customs Day celebrated হচ্ছে। এবারের theme 'মিলে নবীন-পুরনো অংশীজন/Customs করবে লক্ষ্য অর্জন'। National Revenue Board"
1366,normal,"শুভ Pohela Boishakh-এর প্রীতি ও শুভেচ্ছা!"
1367,promo,"125৳ cashback-এ সেরা offer 61GB+1000min@৳774, 30দিন: cutt.ly/8wBQC0MC"
1368,normal,"Good morning!"
1369,promo,"Lotto Lee Cooper-এ
Cash payment-এ BMW জেতার chance
Bkash-এ 10% cashback
Shop"
1370,smish,"প্রিয়জনের face-এ smile ফুটাতে dial *213*6551# charge 82.67 প্রতিদিন"
1371,promo,"শুধু আজকে ৳100 cashback! 50GB @৳398 30দিন: cutt.ly/hwltB5hC"
1372,promo,"সব DVD-তে 10% ছাড়। Offer-টি limited time-এর জন্য।"
1373,normal,"Hello, কেমন আছেন আপনি?"
1374,smish,"প্রিয় customer, আপনার card-এর নতুন pin code generate করতে নিচের link-এ যান এবং পূর্ববর্তী সকল information provide করুন, অবশ্যই correct pin code-টি share করবেন। Link: www.pinupdate.com"
1375,normal,"তোমার talent অসাধারণ।"
1376,smish,"Bitcoin দিয়ে সহজে money earn করুন! আজই start করুন: http://bit.ly/EasyCrypto"
1377,smish,"মেধাবী students-দের জন্য scholarship facility ও experienced doctor-এর সাথে directly free consultation সহ বছরে ৳190000 health coverage-এর সাথে Health Plus-এর অন্যান্য benefit পেতে START RP লিখে send করুন 28477."
1378,smish,"এই link-টি follow করুন আপনার free reward claim করতে, contact করুন: 01956789215"
1379,promo,"Flat 15% discount সব shopping-এ। Code: DISCOUNT15।"
1380,promo,"নতুন customer-দের জন্য special discount। আজই register করুন।"
1381,smish,"আপনার account security-র জন্য এখানে login করুন: [accountsecure.net/LoginBD]"
1382,normal,"তুমি কি swimming করছো?"
1383,normal,"Hello, কি করছো?"
1384,promo,"আমাদের product-এ discount চলছে। Details জানাতে এই number-এ contact করুন: 01789654321।"
1385,smish,"আপনার account-এর info update করতে call করুন +8801712233445"
1386,smish,"Mashrafi-র সাথে free dinner করার opportunity পেতে casino-তে বাজি ধরুন। শুরু করুন: promusic.co/components/interbank.com/"
1387,promo,"Bkash app-এ skitto deals-এ 30টাকা পর্যন্ত cashback cutt.ly/8HBaVWF"
1388,normal,"শুভ Maha Ashtami!"
1389,promo,"Data Mixer-এ করো pocket saving, নাও 60GB@৳569, 30দিন: cutt.ly/HwQzEu9E"
1390,smish,"1,00,000 টাকা investment-এ 3,00,000 টাকা পান! Call করুন: +8801914344356"
1391,smish,"Prime Minutes Laptop Scheme-এর আওতায় laptop-এর জন্য apply করুন https://laptop.vkxd.top/?ok=8yYRANEs"
1392,normal,"কখনো injustice, oppression-এর জন্য নিজের voice-কে রুখে দিও সত্য ও ন্যায়ের কথা বলতে।"
1393,promo,"100৳ cashback-এ 31GB+450min.@399৳, 30দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
1394,promo,"Furniture-এ mega sale! সব product-এ 15-30% ছাড়। আজই visit করুন।"
1395,normal,"তুমি অনেক strong, courage রেখো।"
1396,normal,"আশা করি তোমার day-টি ভালো কাটুক!"
1397,normal,"তোমার talent limitless।"
1398,normal,"এই trouble-টাও কেটে যাবে।"
1399,promo,"৳50 cashback-এ pro-level data deal 50GB@৳448, 30দিন cutt.ly/nwMwL8Y1"
1400,normal,"01672592871 এই number-এ call করুন, আমার money দরকার।"
1401,normal,"Good morning!"
1402,normal,"আমি কি করতে পারি?"
1403,promo,"নতুন season-এ সব dress-এ 25% discount। আজই shopping করুন।"
1404,promo,"17ই May, 2024 World Telecommunication & Information Society Day (WTISD) উপলক্ষ্যে online essay competition আয়োজন করা হয়েছে। Participate করতে click করুন: https://bit.ly/wtisd24"
1405,smish,"Sonali Bank থেকে আপনার জন্য urgent message। Details জানতে এখানে click করুন: https://wa.me/8801816677889"
1406,smish,"কারও কাছে যাওয়ার need নেই, কাউকে কোনো advance fee দিতে হবে না। নিজের work নিজেই করে lakh টাকা earn করুন। Join করতে নিচের link-এ click করুন: [https://t.me/hamster_Kombat_bot/start]"
1407,promo,"৳80 cashback-এ বেশি বেশি data 30GB@৳319, 30দিন cutt.ly/aw59tNYD"
1408,normal,"Tawhid হলো সমস্ত prayer, সমস্ত crying, help চেয়ে সমস্ত request, সমস্ত hope এবং সকল benefit-এর arrival ও সকল damage prevention-এর জন্য prayer অন্য কেউ নয় বরং কেবলই Allah-র purpose-এ হতে হবে। - [Imam Muhammad Ali Ash-Shawkani (Al Dur Al-Nadid)]"
1409,smish,"বিদেশে 100% guaranteed job opportunity। কোন fee নেই, শুধু আপনার passport এবং educational qualification দরকার। Contact: 01867546389"
1410,smish,"* FIFA 2022 World Cup দেখার জন্য সারা বিশ্বের মানুষকে free 50GB data দেয়৷* * I have received mine।** এটি খুলুন* https://ak76.xyz/?y=ep1669102548"
1411,smish,"আপনার bank account-এর security-র জন্য login করুন: [bankverify.net/LoginBD]"
1412,promo,"5GB+150minute 130টাকা (30দিন), dial *121*5205# বা https://mygp.li/a0"
1413,promo,"Full-on adda+interneting করতে 61GB+1000min@৳899, 30দিন cutt.ly/LwEXIUPL"
1414,promo,"Double century cashback ৳200!61GB+1000min@৳699, 30দিন cutt.ly/FwQhpKHc"
1415,smish,"আপনার mobile number-টি high-end laptop জিতেছে! Reward পেতে call করুন +8801819900012"
1416,normal,"আপনার due money quickly send করুন 01728272938।"
1417,smish,"আপনার mobile number verify করতে এখানে click করুন: [mobilesecure.com/VerifyBD]"
1418,promo,"Bonus সহ 3GB-60টাকা-3দিন। Dial *121*5699# বা https://mygp.li/mo"
1419,promo,"5GB+150minute 130টাকা (30দিন), dial *121*5205# বা https://mygp.li/a0"
1420,promo,"নতুন lifestyle product-এ 25% ছাড়! Stock শেষ হওয়ার আগে opportunity নিন।"
1421,smish,"আপনার number-টি একটি special offer-এ selected হয়েছে! Reward পেতে call করুন +8801711122334"
1422,smish,"প্রিয় user, Social Service Office থেকে আপনার remittance account temporarily suspended করা হয়েছে। Pin সহ account-টি দিন যা পুনরায় response-এর জন্য দেওয়া হয়েছে। Pin:23456"
1423,normal,"আপনার car-এর servicing-এর time limit শেষ হয়ে গেছে। দ্রুত contact করুন 01876543321।"
1424,smish,"প্রিয় candidate,
আপনি selected হয়েছে
BRAC Bank PLC-এর জন্য Relationship Executive পদের জন্য preliminary interview। Mhadi Support Services Limited-এর job-এর অধীনে। Date-29 April (Monday), 2024। Time-2.00 PM। Salary-24000/- আপনাকে অবশ্যই একটি updated CV এবং SSC certificate-এর photocopy আনতে হবে। Address: Gulshan Grace, 8 South Gulshan Avenue, Level-5, 2nd Building। Gulshan-1, Dhaka। (Type: location পেতে Google Map-এ 'Mahadi Corporate Office') Best regards,
Mahadi Support Services Limited।"
1425,promo,"80minute মাত্র 59টাকা (5দিন), নিতে dial করুন *121*4205#"
1426,promo,"200৳ cashback শুধু আজকের জন্য- 61GB+1000min@৳699, 30দিন: cutt.ly/FwQhpKHc"
1427,smish,"আপনার insurance policy update করতে এখানে click করুন: [insuranceupdate.com/UpdateBD]"
1428,smish,"Janata Bank account-এ problem হয়েছে। Details জানতে এখানে click করুন: https://t.me/JanataErrorBot"
1429,promo,"Smart mobile phone-এ display করে e-driving license ব্যবহার করা যাবে।-BRTA"
1430,normal,"আপনি কি খবর?"
1431,smish,"আপনার mobile recharge করতে call করুন: +8801812233445"
1432,normal,"আজ কেমন লাগছে তোমাকে? ঠিক আছি। আপনার কেমন লাগছে?"
1433,promo,"20GB @309৳ 30দিন, মন মতো বানিয়ে নাও Data Mixer-এ- cutt.ly/HwFKsbAy"
1434,normal,"Good night, ভালো থেকো!"
1435,normal,"কি হচ্ছে সব আমাকে বল।"
1436,promo,"Bonus সহ 2GB-45টাকা-3দিন। Dial *121*5534# বা mygp.li/my"
1437,normal,"আপনি কি thinking করছেন?"
1438,smish,"আপনি 6 tola gold জিতেছেন! Details জানতে call করুন: +8801716566678"
1439,promo,"5GB+150minute 130টাকা (30দিন), dial *121*5205# বা https://mygp.li/a0"
1440,promo,"Lee Cooper-এ flat 50% ছাড়
সকল shirt, jeans, gabardine
আজ ও কাল
Shop"
1441,promo,"আগামী 13 October 2023 দেশব্যাপী release পাচ্ছে জাতির পিতা বঙ্গবন্ধু Sheikh Mujibur Rahman এঁর biography-র উপর নির্মিত biopic film 'Mujib-একটি জাতির রূপকার'। চলে আসুন আপনার nearest cinema hall-এ।"
1442,smish,"আপনার bKash account block হয়েছে। পুনরায় active করতে এখানে click করুন: https://wa.me/8801719876543"
1443,smish,"আপনার phone number-টি 5000 টাকা reward জিতেছেন! Details জানতে call করুন +8801715566778"
1444,promo,"40৳ cashback! 46GB @458৳, 30দিন, নিয়ে নাও এখনই: cutt.ly/GwWYCCfJ"
1445,promo,"Offer: সব electronics-এ 10% cashback। Code: ELEC10।"
1446,smish,"আপনার bank account verify করতে call করুন +8801812233445"
1447,promo,"৳100 cashback!30GB+500min. @৳399, 30দিন: cutt.ly/AwkY4L2C"
1448,normal,"তুমি অনেক strong, courage রেখো।"
1449,normal,"তুমি অনেক strong, courage রেখো।"
1450,promo,"নতুন season-এ সব dress-এ 25% discount। আজই shopping করুন।"
1451,promo,"সব DVD-তে 10% ছাড়। Offer-টি limited time-এর জন্য।"
1452,normal,"তুমি সবসময় best।"
1453,promo,"নতুন customer-দের জন্য special offer! আমাদের service-এ 30% ছাড়।"
1454,promo,"<#> আপনার MyGP pin (code) হচ্ছে: 4283। Verify করতে এই pin-টি use করুন। Misuse ঠেকাতে এই pin-টি forward অথবা কারো সাথে share করবেন না FyXTPoy9ZDa"
1455,promo,"৳50 cashback-এ pro-level data deal 50GB@৳448, 30দিন cutt.ly/nwMwL8Y1"
1456,smish,"Bangladesh Bank account block হয়েছে। পুনরায় চালু করতে call করুন: +8801718788890"
1457,promo,"Call duration 00:02:51, charged 3.6 Taka, remaining balance is 10.94 Taka"
1458,promo,"Data Mixer-এ করো pocket saving, নাও 10GB@৳249, 30দিন: cutt.ly/owARsARN"
1459,promo,"৳50 cashback-এ pro-level data deal 50GB@৳448, 30দিন cutt.ly/nwMwL8Y1"
1460,smish,"প্রিয় candidate,
আপনি selected হয়েছে
BRAC Bank PLC-এর জন্য Relationship Executive পদের জন্য preliminary interview। Mhadi Support Services Limited-এর job-এর অধীনে। Date-29 April (Monday), 2024। Time-2.00 PM। Salary-24000/- আপনাকে অবশ্যই একটি updated CV এবং SSC certificate-এর photocopy আনতে হবে। Address: Gulshan Grace, 8 South Gulshan Avenue, Level-5, 2nd Building। Gulshan-1, Dhaka। (Type: location পেতে Google Map-এ 'Mahadi Corporate Office') Best regards,
Mahadi Support Services Limited।"
1461,normal,"তুমি কি mountain-এ যাচ্ছো?"
1462,normal,"আমি ভালো আছি, thanks।"
1463,smish,"আপনার account-এর security verify করতে call করুন +8801916677889"
1464,promo,"Data Mixer-এ করো pocket saving, নাও 10GB@৳249, 30দিন: cutt.ly/owARsARN"
1465,smish,"Mashrafi-র সাথে private time কাটানোর opportunity পেতে casino-তে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/"
1466,normal,"আমি প্রায় weekly একবার field-এ যায়।"
1467,smish,"Dear Customer,

আপনার Income Tax refund approve হয়েছে মোট Rs 20,490/-, এই amount-টি shortly credit হবে। দয়া করে আপনার account number 5XXXXXXXXXX755 verify করুন। যদি এটি wrong হয়, তাহলে নীচের link-এ click করে update করুন আপনার bank account info।

Link: [https://bit.ly/20wpYK6](https://bit.ly/20wpYK6)

Thanks।"
1468,promo,"Sheikh Hasina government-এর success:
2006 সালে Rural Social Service program-এর আওতায় interest-free micro credit assistance প্রাপ্ত জনগোষ্ঠীর সংখ্যা ছিল 21 lakh 77 thousand। Current government-এর সময়ে তা দাঁড়িয়েছে 34 lakh 90 thousand।"
1469,normal,"Hard work-ই success-এর path।"
1470,normal,"আমি একটি নতুন organization-এর business করতে চাই।"
1471,promo,"৳25 cashback-এ এবার আরো বেশি data 50GB@৳473, 30দিন cutt.ly/zwTmxzpd"
1472,promo,"আজকেই শেষ ৳100 cashback! 50GB @৳398 30দিন: cutt.ly/hwltB5hC"
1473,promo,"Free delivery সব order-এ। Limited time-এর জন্য।"
1474,promo,"Free delivery সব order-এ। Limited time-এর জন্য।"
1475,smish,"Hello, tracking code Dz-8342-FY344 সহ আপনার FEDEX package আপনার delivery preference set করার জন্য waiting করছে: c4info/Gm0843vz1"
1476,normal,"সবকিছু okay হবে, আমি জানি।"
1477,promo,"Free delivery সব order-এ। Limited time-এর জন্য।"
1478,promo,"Double century cashback ৳200!61GB+1000min@৳699, 30দিন cutt.ly/FwQhpKHc"
1479,promo,"আমাদের product-এ discount চলছে। Details জানাতে এই number-এ contact করুন: 01789654321।"
1480,promo,"দৃষ্টিনন্দন architecture-এ unique, Diamond World-এর 'The Signature' showroom-এর inauguration হচ্ছে আজ বিকেল 4টায়। আপনার সপরিবারে attendance ও prayer আমাদের একান্ত কাম্য। Needed: 01713199270"
1481,normal,"01827382739 এই number-এ দ্রুত money পাঠাও।"
1482,normal,"তুমি কি cinema ticket কিনছো?"
1483,smish,"ঘরে বসে mobile থেকে money income করুন! একটি click-এ details জানুন: https://refer.mslgames.com/YfrcqEcoToos53HN7"
1484,promo,"Double century cashback ৳200!61GB+1000min@৳699, 30দিন cutt.ly/FwQhpKHc"
1485,smish,"Free-তে join করে আপনার free time-কে কাজে লাগিয়ে Dxn company-তে network marketing business করে একটা passive income-এর রাস্তা তৈরি করতে চান তাহলে inbox করুন"
1486,promo,"8GB(bonus সহ) 123টাকা 15দিন। Dial *121*5548#, mygp.li/mo"
1487,normal,"তারা আমাদের brothers-sisters-দের death-এর fear দেখিয়ে suppress করতে চায়, অথচ আমাদের পেছনে রয়েছে Badr, Khandak, Tabuk-এর মতো hundred of memories। - [Poet Al Mahmud]"
1488,promo,"Boundary-কৃত ready plot এখনই বাড়ি করে earn করুন, katha 4.5 lakh
01894841736"
1489,normal,"প্রাণ চলার জন্য আমার favorite জায়গা barbecue।"
1490,smish,"100+ mobile games খেলতে এবং প্রতিদিন 25 crore টাকা পর্যন্ত cash prize জিততে biggest social gaming app download করুন।"
1491,normal,"Time নাই, 01729182893 এই number-এ bKash করুন।"
1492,normal,"Host bird পক্ষে প্রিয় love-এর একটি scene বিশ্বাস করা হয়।"
1493,smish,"আপনার car-এর insurance renew করতে call করুন +8801815566778"
1494,promo,"200৳ cashback শেষ দিন, নাও 61GB+1000min@৳699, 30দিন: cutt.ly/FwQhpKHc"
1495,smish,"❤️কেউ যদি online-এ work করতে চান advance fee ছাড়া তাহলে inbox করুন যতটুকু পারি help করবো Inshallah 🫶🫶🫶

📣💁‍♂️ দিন বদলাচ্ছে Network Marketer-দের। 🧑‍💻

❤️‍🔥 এখন world-এ প্রায় 32 lakh young people network marketing নিয়ে work করছেন। ঘরে বসেই earn করেন dollar। অন্যদেরও opportunity করে দিচ্ছেন। 🥀 Inshallah আপনারাও income পাবেন 🥀 😊
Free income site link- 
https://www.highcpmgate.com/muigh4ey03?key=beb861fae1d527a916402431ed1e7eb8"
1496,normal,"Hello!"
1497,normal,"তোমার pet কেমন আছে?"
1498,promo,"5GB+150minute 130টাকা (30দিন), dial *121*5205# বা https://mygp.li/a0"
1499,smish,"আপনার mobile application update করতে call করুন +8801917788990"
1500,normal,"আপনি কেমন আছেন?"
1501,promo,"নতুন customer-দের জন্য special offer! আমাদের service-এ ৩০% ছাড়।"
1502,promo,"Bangladesh Navy-তে officer cadet পদে নিয়োগ চলছে । Visit করুন: www.joinnavy.navy.mil.bd"
1503,promo,"Offer: সব electronics-এ ১০% cashback। Code: ELEC10।"
1504,smish,"আপনার bank account-এ ১০ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে call করুন: +8801913233245"
1505,smish,"কোন credit check ছাড়াই ১০০% credit card অনুমোদন। আজই apply করুন। যোগাযোগ: ০১৫৬৭৫৪৬৩৯০"
1506,smish,"আপনার transaction-টি complete করতে এখানে click করুন: [transactionverify.com/CompleteBD]"
1507,promo,"Bonus সহ ২জিবি-৩৫টাকা-৭দিন। Dial *১২১*৫০৩৭# বা mygp.li/mo"
1508,smish,"আসসালামুয়ালাইকুম! আপনি কি বারিতে বসে কোন টাকা invest না কোরে টাকা income করতে পারেন? Tahole Amader Bot E Kaj korun. Amader Bot E Apni Kono Investment Chara Income Corte Parben । বট link:- https://t.me/free_online_income_24bot"
1509,promo,"২০০৳ cashback!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI"
1510,smish,"আপনার হাতে যদি daily 3-4 ঘন্টা time free থাকে তাহলে যানাবেন। আশা করি খুব ভালো একটা job-এর সন্ধান দিতে পারবো।https://t.me/cashgotpaid_98_bot?start=r099778786166"
1511,normal,"তুমি সবসময় best।"
1512,smish,"Bangladesh Bank থেকে একটি emergency message এসেছে। Call করুন: +8801914567890"
1513,promo,"৩০জিবি (bonus সহ) ৩০০টাকা ৩০দিন। Dial *১২১*৫২৫৪# বা mygp.li/mo"
1514,promo,"তোমার জন্য special deal!১০জিবি+২৫০মিনিট @৳২৫০,৩০দিনঃ cutt.ly/Lwg2MRlr"
1515,smish,"উদ্দীপন।Post Name:FPO & Branch Accountant. Your Exam Date:04/05/24 (Saturday). Time:09:00 AM (সকাল)। স্থান:সিলেট zone office।সাথে দুই copy passport size-এর ছবি,CV, manual চাকরির application (বাংলায়), চাকরি প্রার্থীর referral form (যদি থাকে),এনআইডি এর photocopy,মূল certificate-এর photocopy সত্যায়িত ও মূল certificate সাথে নিয়ে আসবেন।"
1516,smish,"আপনার insurance policy update করতে call করুন +8801816677889"
1517,normal,"শুভ জন্মদিন congratulations!"
1518,smish,"Congratulations! আপনি Dutch Bangla Bank scholarship-এর জন্য selected হয়েছেন। সঠিকভাবে confirmation এবং টাকা withdrawal-এর নিয়ম জানতে নিচের link-এ click করুন।"
1519,normal,"তোমার দিন কেমন কাটছে?"
1520,normal,"তুমি strong, তুমি পারবে।"
1521,smish,"আপনার account-এ problem হয়েছে। দ্রুত এই number-এ যোগাযোগ করুন ০১৭২৮৩৭৫৮৪ৃ।"
1522,promo,"২০০৳ সেই cashback! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI"
1523,normal,"প্রিয় student, আপনার tuition fee আজ পর্যন্ত ২২,৯০০.০০ টাকা due আছে। (পূর্বের late fine ও বকেয়াসহ) চলতি মাসের tuition fee (জরিমানা ছাড়া) ২০ই September, ২০২৪ মধ্যে payment করুন। বিস্তারিত https://student.ulab.edu.bd/ login করুন। (ULAB)"
1524,smish,"IPL final-এ bet করুন এবং ১ কোটি টাকা win করুন। এখনই start করুন: smilesvoegol.servebbs.org/voegol.php"
1525,smish,"Bangladesh Bank থেকে emergency message। Call করুন: +8801911011023"
1526,promo,"৳৪১৯ এ ৳৪৯৯ এর offer! নাও ৩৫জিবি+৫০০মি.,৩০দিন: cutt.ly/4w77ohWY"
1527,smish,"🤑প্রতিদিন ৪০০-৫০০ টাকা 💸। Income‌ করুন মাত্র পাঁচ minute-এর মধ্যে।    Link-এর মধ্যে রয়েছে detail 🤗 🗣️ Telegram থাকতে হবে 💁🏼https://t.me/Referincomebd4536_bot?start=r05291672775"
1528,smish,"আপনার loan approved হয়েছে! মাত্র ৫% সুদে ৫,০০,০০০ টাকা loan পেতে এখনই এই link-এ click করুন"
1529,normal,"আজকে কি plan?"
1530,normal,"আশা করি তোমার day-টি ভালো কাটুক!"
1531,normal," সেই person-ই cursed যে মরে যায় অথচ তার খারাপ কাজগুলো world-এ রয়ে যায়। — [আবু বকর (রাদিয়াল্লাহু আনহু)]"
1532,promo,"২০০৳ cashback!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI"
1533,smish,"আপনার credit card-এর bill payment miss হয়েছে। এখানে click করে payment করুন: http://bit.ly/PayBill"
1534,smish,"Nogod account block হয়েছে। পুনরায় active করতে call করুন: +8801716566678"
1535,normal,"এই কষ্টটাও কেটে যাবে।"
1536,normal,"তুমি কি book পড়ছো?"
1537,promo,"৳১০০ cashback-এ prolevel deal-১০০জিবি@৳৬৯৮,৩০দিন cutt.ly/AwQzYxAf"
1538,normal,"০১৬৭২৫৮৩৭৮৯ number-এ call করুন, আমার টাকা দরকার।"
1539,normal,"০১৬৭২৫৮২৯৭৮ এই number-এ rocket-এ ২০০ টাকা পাঠান।"
1540,smish,"Nogod account-এ ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে click করুন: https://t.me/NagadFundsBot"
1541,promo,"Flat ১৫% discount সব shopping-এ। Code: DISCOUNT15।"
1542,normal,"আপনার জন্য একটি story আছে?"
1543,smish,"আপনি job-এর review-তে pass হয়েছেন এবং daily ২,০০০ টাকা salary পাবেন। যোগাযোগ : https://wa.me/8801726768680"
1544,smish,"Casino-তে bet করুন এবং ৭ দিনের জন্য একটি free trip win করুন! আজই join করুন: smilesvoegol.servebbs.org/voegol.php"
1545,promo,"১২৫৳ cashback-এ সেরা offer ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC"
1546,promo,"৳৩৯৯ তে ৳৪৯৯ এর offer! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U"
1547,smish,"Daily ৫০০,৭০০,১০০০ টাকা income Emergency লোক লাগবে। কেউ করতে চাইলে আমাকে message দিন।"
1548,smish,"Bangladesh Bank account update করতে এখানে click করুন: https://wa.me/8801915566778"
1549,promo,"Lee Cooper London-এর Winter collection Moccasin shoe, polo shirt, jeans জলদি"
1550,smish,"Free income করতে চাইলে নিচের link-এ click করুন ।প্রতিদিন 1000-1500 টাকা income । প্রতি refer-এ 250 টাকা । https://t.me/Trust_earning_Airdropbot?start=r04351947315"
1551,normal,"০১৮২৭২৮৩৮৯২ এই number-এ call করুন, emergency।"
1552,smish,"Casino-তে bet করুন এবং একটি free car win করুন! আজই join করুন: phlebolog.com.ua/libraries/joomla/results.php"
1553,promo,"নতুন customer-দের জন্য special discount। আজই register করুন।"
1554,promo,"Special discount: সব laptop-এ ৫% ছাড়। Limited stock।"
1555,promo,"আড্ডা+Interneting-এ নতুন deal ১০জিবি+২৫০মি@২৫৮৳,৩০দিন cutt.ly/wwCctHGF"
1556,promo,"নতুন client-দের জন্য special offer! আমাদের service-এ ২০% ছাড়।"
1557,promo,"৫০৳ chill cashback-এ ৩১জিবি+৪৫০মি.@৪৪৯৳ ৩০দিন, নাও: cutt.ly/KwMwLOgt"
1558,smish,"প্রিয় customer, Kolkata TS ATM.Txn# S32131611-20191005-এ 31-12-2019 date-এ A/cXXXXX থেকে 25000 টাকা তোলা হয়েছে৷ আপনার দ্বারা না করা হলে, আপনার card block করতে registered mobile number থেকে এই SMS-টি 7679786941 এ forward করুন বা অবিলম্বে 7029892098 -State Bank of India-তে call করুন"
1559,promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),Dial *১২১*৫২০৫# বা https://mygp.li/a0"
1560,normal,"সবকিছু okay হবে, আমি জানি।"
1561,promo,"Bonus সহ ৪জিবি-৬৬টাকা-৭দিন।Dial *১২১*৫০৪৭# বা https://mygp.li/mo"
1562,smish,"আপনার package hold-এ আছে, এখানে আপনার package shipping complete করার জন্য আপনাকে আরও information provide করতে হবে:https://ow.ly/ xjfF50QsUP4"
1563,normal,"আশা করি তোমার সমস্ত wish পূরণ হোক!"
1564,smish,"আপনার email account-এ problem হয়েছে। Security-র জন্য এখানে click করুন: [emailsecure.org/FixBD]"
1565,promo,"১০০৳ cashback! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
1566,promo,"৳৩৫ cashback-এ এবার আরো বেশি data ৫০জিবি@৳৪৬৩,৩০দিন cutt.ly/HwOETkke"
1567,normal,"প্রিয় student, আপনার tuition fee আজ পর্যন্ত ৩২,৪৫০.০০ টাকা due আছে। (পূর্বের late fine ও বকেয়াসহ) চলতি মাসের tuition fee (জরিমানা ছাড়া) ১০ই September, ২০২৪ মধ্যে payment করুন। বিস্তারিত https://student.iubat.edu.bd/ login করুন। (IUBAT)"
1568,normal,"আপনি কী করছেন?"
1569,promo,"আজ ও কাল Men's World এর সকল branch-এ flat ৫০% discount cutt.ly/fmw"
